Genotype,Source,Length_uM,bloom,GDDs_since_Jan1_2021,Date,normalized_Length
27-02-51,bud10_flower_w.tif,4818.43,early,3181,5_6_2022,
27-02-51,bud9_flower_w.tif,4327.21,early,3181,5_6_2022,
27-02-51,bud8_flower_w.tif,5734.88,early,3181,5_6_2022,
27-02-51,bud7_flower_w.tif,5008.51,early,3181,5_6_2022,
27-02-51,bud6_flower_w.tif,4787.99,early,3181,5_6_2022,
27-02-51,bud5_flower_e.tif,3867.84,early,3181,5_6_2022,
27-02-51,bud4_flower_e.tif,5147.49,early,3181,5_6_2022,
27-02-51,bud3_flower_e.tif,4879.83,early,3181,5_6_2022,
27-02-51,bud2_flower_e.tif,5033.88,early,3181,5_6_2022,
27-02-51,bud1_flower_e.tif,4252.76,early,3181,5_6_2022,
27-03-08,bud10_flower_w.tif,4128,late,3181,5_6_2022,
27-03-08,bud9_flower_w.tif,4401.58,late,3181,5_6_2022,
27-03-08,bud8_flower_w.tif,4200.78,late,3181,5_6_2022,
27-03-08,bud7_flower_w.tif,4318.25,late,3181,5_6_2022,
27-03-08,bud6_flower_w.tif,4600.31,late,3181,5_6_2022,
27-03-08,bud5_flower_e.tif,5182.94,late,3181,5_6_2022,
27-03-08,bud4_flower_e.tif,4117.6,late,3181,5_6_2022,
27-03-08,bud3_flower_e.tif,4146.02,late,3181,5_6_2022,
27-03-08,bud2_flower_e.tif,4193.6,late,3181,5_6_2022,
27-03-08,bud1_flower_e.tif,3881.88,late,3181,5_6_2022,
27-03-24,bud11_flower_w.tif,12482.84,early,3181,5_6_2022,
27-03-24,bud10_flower_w.tif,13587.89,early,3181,5_6_2022,
27-03-24,bud9_flower_w.tif,11734.3,early,3181,5_6_2022,
27-03-24,bud8_flower_w.tif,11543.01,early,3181,5_6_2022,
27-03-24,bud7_flower_w.tif,13845.85,early,3181,5_6_2022,
27-03-24,bud6_flower_e.tif,9719.71,early,3181,5_6_2022,
27-03-24,bud5_flower_e.tif,13036.76,early,3181,5_6_2022,
27-03-24,bud4_flower_e.tif,11506.77,early,3181,5_6_2022,
27-03-24,bud3_flower_e.tif,7586.23,early,3181,5_6_2022,
27-03-24,bud2_flower_e.tif,11149.78,early,3181,5_6_2022,
27-03-24,bud1_flower_e.tif,10083.6,early,3181,5_6_2022,
27-03-25,bud10_flower_w.tif,7379.71,early,3181,5_6_2022,
27-03-25,bud9_flower_w.tif,5988.06,early,3181,5_6_2022,
27-03-25,bud8_flower_w.tif,5455.76,early,3181,5_6_2022,
27-03-25,bud7_flower_w.tif,6567.42,early,3181,5_6_2022,
27-03-25,bud6_flower_w.tif,7955.25,early,3181,5_6_2022,
27-03-25,bud5_flower_e.tif,6930.97,early,3181,5_6_2022,
27-03-25,bud4_flower_e.tif,7113.68,early,3181,5_6_2022,
27-03-25,bud3_flower_e.tif,6408.16,early,3181,5_6_2022,
27-03-25,bud2_flower_e.tif,8671.5,early,3181,5_6_2022,
27-03-25,bud1_flower_e.tif,8482.86,early,3181,5_6_2022,
27-03-27,bud10_flower_w.tif,5737.11,early,3181,5_6_2022,
27-03-27,bud9_flower_w.tif,5000.91,early,3181,5_6_2022,
27-03-27,bud8_flower_w.tif,6015.39,early,3181,5_6_2022,
27-03-27,bud7_flower_w.tif,4746.49,early,3181,5_6_2022,
27-03-27,bud6_flower_w.tif,4530.48,early,3181,5_6_2022,
27-03-27,bud5_flower_e.tif,4969.97,early,3181,5_6_2022,
27-03-27,bud4_flower_e.tif,5798.82,early,3181,5_6_2022,
27-03-27,bud3_flower_e.tif,4594.08,early,3181,5_6_2022,
27-03-27,bud2_flower_e.tif,5283.93,early,3181,5_6_2022,
27-03-27,bud1_flower_e.tif,5419.32,early,3181,5_6_2022,
27-03-28,bud10_flower_w.tif,6263.45,early,3181,5_6_2022,
27-03-28,bud9_flower_w.tif,5692.09,early,3181,5_6_2022,
27-03-28,bud8_flower_w.tif,6177.47,early,3181,5_6_2022,
27-03-28,bud7_flower_w.tif,5475.76,early,3181,5_6_2022,
27-03-28,bud6_flower_w.tif,5887.8,early,3181,5_6_2022,
27-03-28,bud5_flower_e.tif,5800.48,early,3181,5_6_2022,
27-03-28,bud4_flower_e.tif,5214.68,early,3181,5_6_2022,
27-03-28,bud3_flower_e.tif,5752.4,early,3181,5_6_2022,
27-03-28,bud2_flower_e.tif,5841.56,early,3181,5_6_2022,
27-03-28,bud1_flower_e.tif,4919.55,early,3181,5_6_2022,
27-03-46,bud10_flower_w.tif,6085.53,early,3181,5_6_2022,
27-03-46,bud9_flower_w.tif,8350.54,early,3181,5_6_2022,
27-03-46,bud8_flower_w.tif,6547.07,early,3181,5_6_2022,
27-03-46,bud7_flower_w.tif,7347.22,early,3181,5_6_2022,
27-03-46,bud6_flower_w.tif,6764.62,early,3181,5_6_2022,
27-03-46,bud5_flower_e.tif,5642.85,early,3181,5_6_2022,
27-03-46,bud4_flower_e.tif,7760.64,early,3181,5_6_2022,
27-03-46,bud3_flower_e.tif,5597.89,early,3181,5_6_2022,
27-03-46,bud2_flower_e.tif,6475.19,early,3181,5_6_2022,
27-03-46,bud1_flower_e.tif,6916.24,early,3181,5_6_2022,
27-04-12,bud10_flower_w.tif,2793.3,late,3181,5_6_2022,
27-04-12,bud9_flower_w.tif,2216.62,late,3181,5_6_2022,
27-04-12,bud8_flower_w.tif,2376.71,late,3181,5_6_2022,
27-04-12,bud6_flower_w.tif,2458.39,late,3181,5_6_2022,
27-04-12,bud5_flower_e.tif,1939.34,late,3181,5_6_2022,
27-04-12,bud4_flower_e.tif,2614.53,late,3181,5_6_2022,
27-04-12,bud3_flower_e.tif,2415.9,late,3181,5_6_2022,
27-04-12,bud2_flower_e.tif,1945.82,late,3181,5_6_2022,
27-04-12,bud1_flower_e.tif,2507.07,late,3181,5_6_2022,
27-04-40,bud10_flower_w.tif,4188.78,late,3181,5_6_2022,
27-04-40,bud9_flower_w.tif,3532.64,late,3181,5_6_2022,
27-04-40,bud8_flower_w.tif,4036.37,late,3181,5_6_2022,
27-04-40,bud7_flower_w.tif,3951.83,late,3181,5_6_2022,
27-04-40,bud6_flower_w.tif,4544.05,late,3181,5_6_2022,
27-04-40,bud5_flower_e.tif,4232.39,late,3181,5_6_2022,
27-04-40,bud4_flower_e.tif,3693.22,late,3181,5_6_2022,
27-04-40,bud3_flower_e.tif,3305.76,late,3181,5_6_2022,
27-04-40,bud2_flower_e.tif,2726.13,late,3181,5_6_2022,
27-04-40,bud1_flower_e.tif,3754.03,late,3181,5_6_2022,
27-04-44,bud10_flower_e.tif,3803.51,early,3181,5_6_2022,
27-04-44,bud9_flower_e.tif,4118.36,early,3181,5_6_2022,
27-04-44,bud8_flower_e.tif,3718.96,early,3181,5_6_2022,
27-04-44,bud7_flower_e.tif,4062.98,early,3181,5_6_2022,
27-04-44,bud6_flower_e.tif,4927.24,early,3181,5_6_2022,
27-04-44,bud5_flower_e.tif,3816.55,early,3181,5_6_2022,
27-04-44,bud4_flower_e.tif,3718.35,early,3181,5_6_2022,
27-04-44,bud3_flower_e.tif,5517.43,early,3181,5_6_2022,
27-04-44,bud2_flower_e.tif,5950.08,early,3181,5_6_2022,
27-04-44,bud1_flower_e.tif,4446.16,early,3181,5_6_2022,
27-02-08,bud10_flower_w.tif,4073.28,late,3184,5_8_2022,
27-02-08,bud9_flower_w.tif,3615.33,late,3184,5_8_2022,
27-02-08,bud8_flower_w.tif,4570.32,late,3184,5_8_2022,
27-02-08,bud7_flower_w.tif,4357.28,late,3184,5_8_2022,
27-02-08,bud6_flower_w.tif,4393.44,late,3184,5_8_2022,
27-02-08,bud5_flower_e.tif,4517.47,late,3184,5_8_2022,
27-02-08,bud4_flower_e.tif,3450.76,late,3184,5_8_2022,
27-02-08,bud3_flower_e.tif,4269.15,late,3184,5_8_2022,
27-02-08,bud2_flower_e.tif,4142.72,late,3184,5_8_2022,
27-02-08,bud1_flower_e.tif,2990.57,late,3184,5_8_2022,
27-02-19,bud10_flower_w.tif,3741.43,late,3184,5_8_2022,
27-02-19,bud9_flower_w.tif,2120.81,late,3184,5_8_2022,
27-02-19,bud8_flower_w.tif,2795.22,late,3184,5_8_2022,
27-02-19,bud7_flower_w.tif,2889.64,late,3184,5_8_2022,
27-02-19,bud6_flower_w.tif,3210.97,late,3184,5_8_2022,
27-02-19,bud5_flower_e.tif,2379.56,late,3184,5_8_2022,
27-02-19,bud4_flower_e.tif,2675.02,late,3184,5_8_2022,
27-02-19,bud3_flower_e.tif,3510.3,late,3184,5_8_2022,
27-02-19,bud2_flower_e.tif,3450.74,late,3184,5_8_2022,
27-02-19,bud1_flower_e.tif,2907.24,late,3184,5_8_2022,
27-02-51,bud10_flower_w.tif,6650.76,early,3184,5_8_2022,
27-02-51,bud9_flower_w.tif,3254.39,early,3184,5_8_2022,
27-02-51,bud8_flower_w.tif,3979.64,early,3184,5_8_2022,
27-02-51,bud7_flower_w.tif,5121.4,early,3184,5_8_2022,
27-02-51,bud6_flower_w.tif,6463.95,early,3184,5_8_2022,
27-02-51,bud5_flower_e.tif,5260.78,early,3184,5_8_2022,
27-02-51,bud4_flower_e.tif,6084.92,early,3184,5_8_2022,
27-02-51,bud3_flower_e.tif,5950.25,early,3184,5_8_2022,
27-02-51,bud2_flower_e.tif,5132.9,early,3184,5_8_2022,
27-02-51,bud1_flower_e.tif,6146.09,early,3184,5_8_2022,
27-03-08,bud11_flower_w.tif,4961.03,late,3184,5_8_2022,
27-03-08,bud10_flower_w.tif,5516.91,late,3184,5_8_2022,
27-03-08,bud9_flower_w.tif,5056.87,late,3184,5_8_2022,
27-03-08,bud8_flower_w.tif,5281.89,late,3184,5_8_2022,
27-03-08,bud7_flower_w.tif,3754.51,late,3184,5_8_2022,
27-03-08,bud6_flower_e.tif,4854.81,late,3184,5_8_2022,
27-03-08,bud5_flower_e.tif,3557.4,late,3184,5_8_2022,
27-03-08,bud4_flower_e.tif,4561.61,late,3184,5_8_2022,
27-03-08,bud3_flower_e.tif,4146.06,late,3184,5_8_2022,
27-03-08,bud2_flower_e.tif,4507.37,late,3184,5_8_2022,
27-03-08,bud1_flower_e.tif,4988.24,late,3184,5_8_2022,
27-03-24,bud10_flower_e.tif,11435.25,early,3184,5_8_2022,
27-03-24,bud9_flower_e.tif,13626.66,early,3184,5_8_2022,
27-03-24,bud8_flower_e.tif,12449.71,early,3184,5_8_2022,
27-03-24,bud7_flower_e.tif,10370.2,early,3184,5_8_2022,
27-03-24,bud6_flower_e.tif,13618.47,early,3184,5_8_2022,
27-03-24,bud5_flower_w.tif,10108.81,early,3184,5_8_2022,
27-03-24,bud4_flower_w.tif,13615.6,early,3184,5_8_2022,
27-03-24,bud3_flower_w.tif,13454.04,early,3184,5_8_2022,
27-03-24,bud2_flower_w.tif,10822.52,early,3184,5_8_2022,
27-03-24,bud1_flower_w.tif,7766.22,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-25,x,done,early,3184,5_8_2022,
27-03-27,bud10_flower_w.tif,6957.54,early,3184,5_8_2022,
27-03-27,bud9_flower_w.tif,7006.03,early,3184,5_8_2022,
27-03-27,bud8_flower_w.tif,6861.99,early,3184,5_8_2022,
27-03-27,bud7_flower_w.tif,7716.49,early,3184,5_8_2022,
27-03-27,bud6_flower_w.tif,7592.15,early,3184,5_8_2022,
27-03-27,bud5_flower_e.tif,4843.57,early,3184,5_8_2022,
27-03-27,bud4_flower_e.tif,7634.54,early,3184,5_8_2022,
27-03-27,bud3_flower_e.tif,6083.8,early,3184,5_8_2022,
27-03-27,bud2_flower_e.tif,6073.85,early,3184,5_8_2022,
27-03-27,bud1_flower_e.tif,6616.14,early,3184,5_8_2022,
27-03-28,bud10_flower_w.tif,7142.7,early,3184,5_8_2022,
27-03-28,bud9_flower_w.tif,4761.62,early,3184,5_8_2022,
27-03-28,bud8_flower_w.tif,7448.23,early,3184,5_8_2022,
27-03-28,bud7_flower_w.tif,4406.34,early,3184,5_8_2022,
27-03-28,bud6_flower_w.tif,6903.52,early,3184,5_8_2022,
27-03-28,bud5_flower_e.tif,7135.7,early,3184,5_8_2022,
27-03-28,bud4_flower_e.tif,6496.61,early,3184,5_8_2022,
27-03-28,bud3_flower_e.tif,6383.81,early,3184,5_8_2022,
27-03-28,bud2_flower_e.tif,6117.27,early,3184,5_8_2022,
27-03-28,bud1_flower_e.tif,6307.45,early,3184,5_8_2022,
27-03-46,bud10_flower_w.tif,6102.27,early,3184,5_8_2022,
27-03-46,bud9_flower_w.tif,8404.44,early,3184,5_8_2022,
27-03-46,bud8_flower_w.tif,8748.25,early,3184,5_8_2022,
27-03-46,bud7_flower_w.tif,8446.19,early,3184,5_8_2022,
27-03-46,bud6_flower_w.tif,9769.07,early,3184,5_8_2022,
27-03-46,bud5_flower_e.tif,8376.1,early,3184,5_8_2022,
27-03-46,bud4_flower_e.tif,8859.51,early,3184,5_8_2022,
27-03-46,bud3_flower_e.tif,7083.07,early,3184,5_8_2022,
27-03-46,bud2_flower_e.tif,12823.65,early,3184,5_8_2022,
27-03-46,bud1_flower_e.tif,7319.31,early,3184,5_8_2022,
27-04-12,bud10_flower_w.tif,2112.12,late,3184,5_8_2022,
27-04-12,bud9_flower_w.tif,2451.42,late,3184,5_8_2022,
27-04-12,bud8_flower_w.tif,2219.94,late,3184,5_8_2022,
27-04-12,bud7_flower_w.tif,2577.81,late,3184,5_8_2022,
27-04-12,bud6_flower_w.tif,2741.53,late,3184,5_8_2022,
27-04-12,bud5_flower_e.tif,2810.79,late,3184,5_8_2022,
27-04-12,bud4_flower_e.tif,2457.25,late,3184,5_8_2022,
27-04-12,bud3_flower_e.tif,2111.31,late,3184,5_8_2022,
27-04-12,bud2_flower_e.tif,2516.49,late,3184,5_8_2022,
27-04-12,bud1_flower_e.tif,2772.01,late,3184,5_8_2022,
27-04-40,bud10_flower_w.tif,5352.19,late,3184,5_8_2022,
27-04-40,bud9_flower_w.tif,5968.63,late,3184,5_8_2022,
27-04-40,bud8_flower_w.tif,4873.12,late,3184,5_8_2022,
27-04-40,bud7_flower_w.tif,3981.73,late,3184,5_8_2022,
27-04-40,bud6_flower_w.tif,4178.34,late,3184,5_8_2022,
27-04-40,bud5_flower_e.tif,4971.86,late,3184,5_8_2022,
27-04-40,bud4_flower_e.tif,4704.77,late,3184,5_8_2022,
27-04-40,bud3_flower_e.tif,2576.67,late,3184,5_8_2022,
27-04-40,bud2_flower_e.tif,4986.89,late,3184,5_8_2022,
27-04-40,bud1_flower_e.tif,4091.18,late,3184,5_8_2022,
27-04-44,bud10_flower_e.tif,7766.75,early,3184,5_8_2022,
27-04-44,bud9_flower_e.tif,5010.45,early,3184,5_8_2022,
27-04-44,bud8_flower_e.tif,4980.05,early,3184,5_8_2022,
27-04-44,bud7_flower_e.tif,8945.03,early,3184,5_8_2022,
27-04-44,bud1_flower_e.tif,5542.38,early,3184,5_8_2022,
27-04-44,bud6_flower_e.tif,5740.91,early,3184,5_8_2022,
27-04-44,bud5_flower_e.tif,5415.85,early,3184,5_8_2022,
27-04-44,bud4_flower_e.tif,6461.16,early,3184,5_8_2022,
27-04-44,bud3_flower_e.tif,6131.55,early,3184,5_8_2022,
27-04-44,bud2_flower_e.tif,5902.91,early,3184,5_8_2022,
27-02-08,bud10_flower_w.tif,6719.63,late,3190,5_10_2022,
27-02-08,bud9_flower_w.tif,7431.65,late,3190,5_10_2022,
27-02-08,bud8_flower_w.tif,5206.89,late,3190,5_10_2022,
27-02-08,bud7_flower_w.tif,5882.89,late,3190,5_10_2022,
27-02-08,bud6_flower_w.tif,6643.04,late,3190,5_10_2022,
27-02-08,bud5_flower_e.tif,6173.92,late,3190,5_10_2022,
27-02-08,bud4_flower_e.tif,5682.15,late,3190,5_10_2022,
27-02-08,bud3_flower_e.tif,7531.99,late,3190,5_10_2022,
27-02-08,bud2_flower_e.tif,6670.1,late,3190,5_10_2022,
27-02-08,bud1_flower_e.tif,6234.63,late,3190,5_10_2022,
27-02-19,bud10_flower_w.tif,2868.74,late,3190,5_10_2022,
27-02-19,bud9_flower_w.tif,4948.23,late,3190,5_10_2022,
27-02-19,bud8_flower_w.tif,5289.83,late,3190,5_10_2022,
27-02-19,bud7_flower_w.tif,4608.69,late,3190,5_10_2022,
27-02-19,bud6_flower_w.tif,4144.4,late,3190,5_10_2022,
27-02-19,bud5_flower_e.tif,3171.12,late,3190,5_10_2022,
27-02-19,bud4_flower_e.tif,3121.55,late,3190,5_10_2022,
27-02-19,bud3_flower_e.tif,4806.19,late,3190,5_10_2022,
27-02-19,bud2_flower_e.tif,3777.58,late,3190,5_10_2022,
27-02-19,bud1_flower_e.tif,4012.75,late,3190,5_10_2022,
27-02-51,bud10_flower_w.tif,9011.12,early,3190,5_10_2022,
27-02-51,bud9_flower_w.tif,11314.72,early,3190,5_10_2022,
27-02-51,bud8_flower_w.tif,9737.01,early,3190,5_10_2022,
27-02-51,bud7_flower_w.tif,9527.65,early,3190,5_10_2022,
27-02-51,bud6_flower_w.tif,12939.74,early,3190,5_10_2022,
27-02-51,bud5_flower_e.tif,10913.01,early,3190,5_10_2022,
27-02-51,bud4_flower_e.tif,9662.52,early,3190,5_10_2022,
27-02-51,bud3_flower_e.tif,6656.31,early,3190,5_10_2022,
27-02-51,bud2_flower_e.tif,8318.68,early,3190,5_10_2022,
27-02-51,bud1_flower_e.tif,9367.34,early,3190,5_10_2022,
27-03-08,bud10_flower_w.tif,8972.91,late,3190,5_10_2022,
27-03-08,bud9_flower_w.tif,9217.41,late,3190,5_10_2022,
27-03-08,bud8_flower_w.tif,8725.15,late,3190,5_10_2022,
27-03-08,bud7_flower_w.tif,8622.62,late,3190,5_10_2022,
27-03-08,bud6_flower_w.tif,6322.37,late,3190,5_10_2022,
27-03-08,bud5_flower_e.tif,9276.84,late,3190,5_10_2022,
27-03-08,bud4_flower_e.tif,8003.6,late,3190,5_10_2022,
27-03-08,bud3_flower_e.tif,9230.02,late,3190,5_10_2022,
27-03-08,bud2_flower_e.tif,6654.73,late,3190,5_10_2022,
27-03-08,bud1_flower_e.tif,5702.57,late,3190,5_10_2022,
27-03-24,x,done,early,3190,5_10_2022,
27-03-24,x,done,early,3190,5_10_2022,
27-03-24,x,done,early,3190,5_10_2022,
27-03-24,x,done,early,3190,5_10_2022,
27-03-24,x,done,early,3190,5_10_2022,
27-03-24,x,done,early,3190,5_10_2022,
27-03-24,x,done,early,3190,5_10_2022,
27-03-24,x,done,early,3190,5_10_2022,
27-03-24,x,done,early,3190,5_10_2022,
27-03-24,x,done,early,3190,5_10_2022,
27-03-25,x,done,early,3190,5_10_2022,
27-03-25,x,done,early,3190,5_10_2022,
27-03-25,x,done,early,3190,5_10_2022,
27-03-25,x,done,early,3190,5_10_2022,
27-03-25,x,done,early,3190,5_10_2022,
27-03-25,x,done,early,3190,5_10_2022,
27-03-25,x,done,early,3190,5_10_2022,
27-03-25,x,done,early,3190,5_10_2022,
27-03-25,x,done,early,3190,5_10_2022,
27-03-25,x,done,early,3190,5_10_2022,
27-03-27,bud10_flower_w.tif,12127.54,early,3190,5_10_2022,
27-03-27,bud9_flower_w.tif,8565.99,early,3190,5_10_2022,
27-03-27,bud8_flower_w.tif,9750.01,early,3190,5_10_2022,
27-03-27,bud7_flower_w.tif,11474.44,early,3190,5_10_2022,
27-03-27,bud6_flower_w.tif,9958.04,early,3190,5_10_2022,
27-03-27,bud5_flower_e.tif,10689.71,early,3190,5_10_2022,
27-03-27,bud4_flower_e.tif,9043.68,early,3190,5_10_2022,
27-03-27,bud3_flower_e.tif,9607.46,early,3190,5_10_2022,
27-03-27,bud2_flower_e.tif,9859.65,early,3190,5_10_2022,
27-03-27,bud1_flower_e.tif,9002.94,early,3190,5_10_2022,
27-03-28,bud10_flower_w.tif,9752.34,early,3190,5_10_2022,
27-03-28,bud9_flower_w.tif,10695.66,early,3190,5_10_2022,
27-03-28,bud8_flower_w.tif,10782.85,early,3190,5_10_2022,
27-03-28,bud7_flower_w.tif,10186.86,early,3190,5_10_2022,
27-03-28,bud6_flower_w.tif,9537.9,early,3190,5_10_2022,
27-03-28,bud5_flower_e.tif,9839.82,early,3190,5_10_2022,
27-03-28,bud4_flower_e.tif,11295.19,early,3190,5_10_2022,
27-03-28,bud3_flower_e.tif,10755.78,early,3190,5_10_2022,
27-03-28,bud2_flower_e.tif,11161.24,early,3190,5_10_2022,
27-03-28,bud1_flower_e.tif,10234.13,early,3190,5_10_2022,
27-03-46,x,done ,early,3190,5_10_2022,
27-03-46,x,done ,early,3190,5_10_2022,
27-03-46,x,done ,early,3190,5_10_2022,
27-03-46,x,done ,early,3190,5_10_2022,
27-03-46,x,done ,early,3190,5_10_2022,
27-03-46,x,done ,early,3190,5_10_2022,
27-03-46,x,done ,early,3190,5_10_2022,
27-03-46,x,done ,early,3190,5_10_2022,
27-03-46,x,done ,early,3190,5_10_2022,
27-03-46,x,done ,early,3190,5_10_2022,
27-04-12,bud10_flower_w.tif,5113.43,late,3190,5_10_2022,
27-04-12,bud9_flower_w.tif,3790.38,late,3190,5_10_2022,
27-04-12,bud8_flower_w.tif,4289.55,late,3190,5_10_2022,
27-04-12,bud7_flower_w.tif,3367.79,late,3190,5_10_2022,
27-04-12,bud6_flower_w.tif,3539.18,late,3190,5_10_2022,
27-04-12,bud5_flower_e.tif,4459.25,late,3190,5_10_2022,
27-04-12,bud4_flower_e.tif,3020.24,late,3190,5_10_2022,
27-04-12,bud3_flower_e.tif,3342.98,late,3190,5_10_2022,
27-04-12,bud2_flower_e.tif,4006.15,late,3190,5_10_2022,
27-04-12,bud1_flower_e.tif,3487.17,late,3190,5_10_2022,
27-04-40,bud10_flower_w.tif,6141.91,late,3190,5_10_2022,
27-04-40,bud9_flower_w.tif,7997.21,late,3190,5_10_2022,
27-04-40,bud8_flower_w.tif,8793.54,late,3190,5_10_2022,
27-04-40,bud7_flower_w.tif,8864.99,late,3190,5_10_2022,
27-04-40,bud6_flower_w.tif,6809.6,late,3190,5_10_2022,
27-04-40,bud5_flower_e.tif,6401.99,late,3190,5_10_2022,
27-04-40,bud4_flower_e.tif,6986.82,late,3190,5_10_2022,
27-04-40,bud3_flower_e.tif,5854.13,late,3190,5_10_2022,
27-04-40,bud2_flower_e.tif,7590.41,late,3190,5_10_2022,
27-04-40,bud1_flower_e.tif,8032.76,late,3190,5_10_2022,
27-04-44,bud10_flower_e.tif,8804.75,early,3190,5_10_2022,
27-04-44,bud9_flower_e.tif,7790.51,early,3190,5_10_2022,
27-04-44,bud8_flower_e.tif,8611.85,early,3190,5_10_2022,
27-04-44,bud7_flower_e.tif,9240.26,early,3190,5_10_2022,
27-04-44,bud6_flower_e.tif,9988.16,early,3190,5_10_2022,
27-04-44,bud5_flower_e.tif,5972.4,early,3190,5_10_2022,
27-04-44,bud4_flower_e.tif,10324.77,early,3190,5_10_2022,
27-04-44,bud3_flower_e.tif,9532.07,early,3190,5_10_2022,
27-04-44,bud2_flower_e.tif,11296.13,early,3190,5_10_2022,
27-04-44,bud1_flower_e.tif,10303.47,early,3190,5_10_2022,
27-02-08,bud10_flower_w.tif,9731.8,late,3193,5_11_2022,
27-02-08,bud9_flower_w.tif,8976.61,late,3193,5_11_2022,
27-02-08,bud8_flower_w.tif,9733.74,late,3193,5_11_2022,
27-02-08,bud7_flower_w.tif,10861.85,late,3193,5_11_2022,
27-02-08,bud6_flower_w.tif,9384.69,late,3193,5_11_2022,
27-02-08,bud5_flower_e.tif,10534.82,late,3193,5_11_2022,
27-02-08,bud4_flower_e.tif,10683.43,late,3193,5_11_2022,
27-02-08,bud3_flower_e.tif,9652.43,late,3193,5_11_2022,
27-02-08,bud2_flower_e.tif,8703.74,late,3193,5_11_2022,
27-02-08,bud1_flower_e.tif,9406.17,late,3193,5_11_2022,
27-02-19,bud10_flower_w.tif,3711.66,late,3193,5_11_2022,
27-02-19,bud9_flower_w.tif,7216.4,late,3193,5_11_2022,
27-02-19,bud8_flower_w.tif,5093.43,late,3193,5_11_2022,
27-02-19,bud7_flower_w.tif,4745,late,3193,5_11_2022,
27-02-19,bud6_flower_w.tif,3117.38,late,3193,5_11_2022,
27-02-19,bud5_flower_e.tif,3935.58,late,3193,5_11_2022,
27-02-19,bud4_flower_e.tif,7139.59,late,3193,5_11_2022,
27-02-19,bud3_flower_e.tif,5517.29,late,3193,5_11_2022,
27-02-19,bud2_flower_e.tif,4075.34,late,3193,5_11_2022,
27-02-19,bud1_flower_e.tif,5959.09,late,3193,5_11_2022,
27-02-51,bud10_flower_w.tif,12554.27,early,3193,5_11_2022,
27-02-51,bud9_flower_w.tif,12302.21,early,3193,5_11_2022,
27-02-51,bud8_flower_w.tif,11455.44,early,3193,5_11_2022,
27-02-51,bud7_flower_w.tif,12655.4,early,3193,5_11_2022,
27-02-51,bud6_flower_w.tif,11872.73,early,3193,5_11_2022,
27-02-51,bud5_flower_e.tif,11603.29,early,3193,5_11_2022,
27-02-51,bud4_flower_e.tif,12774.43,early,3193,5_11_2022,
27-02-51,bud3_flower_e.tif,11076.03,early,3193,5_11_2022,
27-02-51,bud2_flower_e.tif,11445.99,early,3193,5_11_2022,
27-02-51,bud1_flower_e.tif,12951.38,early,3193,5_11_2022,
27-03-08,bud10_flower_w.tif,12081.49,late,3193,5_11_2022,
27-03-08,bud9_flower_w.tif,8783.1,late,3193,5_11_2022,
27-03-08,bud8_flower_w.tif,11074.16,late,3193,5_11_2022,
27-03-08,bud7_flower_w.tif,7622.38,late,3193,5_11_2022,
27-03-08,bud6_flower_w.tif,10422.58,late,3193,5_11_2022,
27-03-08,bud5_flower_e.tif,12993.18,late,3193,5_11_2022,
27-03-08,bud4_flower_e.tif,8102.99,late,3193,5_11_2022,
27-03-08,bud3_flower_e.tif,13870.88,late,3193,5_11_2022,
27-03-08,bud2_flower_e.tif,14318.81,late,3193,5_11_2022,
27-03-08,bud1_flower_e.tif,8614.77,late,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-24,x,NA,early,3193,5_11_2022,
27-03-25,x,NA,early,3193,5_11_2022,
27-03-25,x,NA,early,3193,5_11_2022,
27-03-25,x,NA,early,3193,5_11_2022,
27-03-25,x,NA,early,3193,5_11_2022,
27-03-25,x,NA,early,3193,5_11_2022,
27-03-25,x,NA,early,3193,5_11_2022,
27-03-25,x,NA,early,3193,5_11_2022,
27-03-25,x,NA,early,3193,5_11_2022,
27-03-25,x,NA,early,3193,5_11_2022,
27-03-25,x,NA,early,3193,5_11_2022,
27-03-27,x,NA,early,3193,5_11_2022,
27-03-27,x,NA,early,3193,5_11_2022,
27-03-27,x,NA,early,3193,5_11_2022,
27-03-27,x,NA,early,3193,5_11_2022,
27-03-27,x,NA,early,3193,5_11_2022,
27-03-27,x,NA,early,3193,5_11_2022,
27-03-27,x,NA,early,3193,5_11_2022,
27-03-27,x,NA,early,3193,5_11_2022,
27-03-27,x,NA,early,3193,5_11_2022,
