tree,date,Source,Length [µm],Comment
27-03-46,10_13_2019,bud4_flower_e.tif,420.9,
27-03-46,10_13_2019,bud3_flower_e.tif,425.57,
27-03-46,10_13_2019,bud2_flower_e.tif,299.7,
27-03-46,10_13_2019,bud1_flower_e.tif,398.59,
27-04-12,10_13_2019,bud10_flower_w.tif,321.88,
27-04-12,10_13_2019,bud9_flower_w.tif,239,
27-04-12,10_13_2019,bud8_flower_w.tif,274.1,
27-04-12,10_13_2019,bud7_flower_w.tif,263.1,
27-04-12,10_13_2019,bud6_flower_w.tif,288.63,
27-04-12,10_13_2019,bud5_flower_e.tif,275.97,
27-04-12,10_13_2019,bud4_flower_e.tif,318.16,
27-04-12,10_13_2019,bud3_flower_e.tif,252.1,
27-04-12,10_13_2019,bud2_flower_e.tif,220.47,
27-04-12,10_13_2019,bud1_flower_e.tif,221.58,
27-04-34,10_13_2019,bud10_flower_w.tif,441.78,
27-04-34,10_13_2019,bud1_flower_e.tif,415.91,
27-04-34,10_13_2019,bud9_flower_w.tif,408.19,
27-04-34,10_13_2019,bud8_flower_w.tif,404.26,
27-04-34,10_13_2019,bud7_flower_w.tif,417.93,
27-04-34,10_13_2019,bud6_flower_w.tif,297.16,
27-04-34,10_13_2019,bud5_flower_e.tif,370.13,
27-04-34,10_13_2019,bud4_flower_e.tif,443.34,
27-04-34,10_13_2019,bud3_flower_e.tif,436.97,
27-04-34,10_13_2019,bud2_flower_e.tif,450.39,
